,Course,Daytime/evening attendance,Mother's occupation,Father's occupation,Displaced,Tuition fees up to date,Scholarship holder,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,GDP
1275,5,1,4,10,0,1,0,0,0,6,6,6,11.833333333333334,0,6,8,4,10.75,16.2,-0.92
1276,2,1,5,9,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02
1277,2,1,3,3,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,16.2,-0.92
1278,9,1,2,2,0,1,0,0,0,5,9,2,10.0,0,5,9,0,0.0,15.5,-4.06
1279,11,1,1,1,1,1,0,0,0,6,10,4,11.5,0,6,11,3,11.666666666666666,7.6,0.32
1280,2,1,5,9,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,12.4,1.79
1281,11,1,4,5,0,1,0,0,0,6,10,6,13.0,0,6,8,5,12.2,13.9,0.79
1282,12,1,6,8,1,1,1,0,0,7,7,7,13.462857142857144,0,8,8,8,13.90625,11.1,2.02
1283,11,1,12,12,0,1,0,0,0,6,13,3,10.0,0,6,15,1,10.0,7.6,0.32
1284,10,1,10,9,1,1,0,0,0,6,6,6,12.333333333333334,0,6,7,6,13.666666666666666,8.9,3.51
1285,8,1,5,11,1,1,0,0,0,5,5,5,13.6,0,5,6,4,13.25,10.8,1.74
1286,11,1,10,7,0,1,0,0,0,6,9,6,13.714285714285714,0,6,13,5,14.333333333333334,16.2,-0.92
1287,5,1,3,3,0,1,0,0,0,6,9,2,12.0,0,6,10,3,12.666666666666666,12.7,-1.7
1288,9,1,5,5,0,1,0,0,0,5,6,0,0.0,0,5,8,2,11.5,15.5,-4.06
1289,11,1,3,4,0,1,0,0,0,6,13,2,13.5,0,6,6,0,0.0,15.5,-4.06
1290,9,1,4,5,1,1,0,0,0,5,5,0,0.0,0,5,5,0,0.0,12.4,1.79
1291,12,1,3,5,0,1,0,0,0,7,12,4,12.65,0,7,10,3,10.666666666666666,16.2,-0.92
1292,5,1,10,11,1,1,1,0,0,6,8,6,13.333333333333334,0,6,7,5,12.8,9.4,-3.12
1293,2,1,10,10,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74
1294,15,1,6,4,1,1,0,0,0,6,7,6,13.333333333333334,0,6,6,4,12.75,11.1,2.02
1295,11,1,4,4,0,1,1,0,0,6,8,6,13.625,0,6,8,6,14.428571428571429,11.1,2.02
1296,10,1,6,11,0,1,0,0,0,6,9,5,10.8,0,6,11,5,11.0,7.6,0.32
1297,9,1,12,12,0,1,0,0,0,5,11,3,13.666666666666666,0,5,10,3,11.333333333333334,9.4,-3.12
1298,15,1,10,10,0,1,0,0,0,6,8,6,12.833333333333334,0,6,8,6,13.333333333333334,15.5,-4.06
1299,14,1,5,8,0,1,0,0,0,6,8,6,15.125,0,6,7,6,13.428571428571429,11.1,2.02
1300,9,1,4,4,1,1,0,0,0,5,11,0,0.0,0,5,7,1,10.0,16.2,-0.92
1301,10,1,3,3,0,1,0,0,0,6,10,5,11.4,0,6,8,5,11.0,10.8,1.74
1302,10,1,5,5,0,1,0,0,0,6,12,4,12.25,0,6,9,6,11.0,9.4,-3.12
1303,9,1,5,9,0,1,0,0,0,5,14,0,0.0,0,5,5,0,0.0,11.1,2.02
1304,12,1,12,12,0,1,0,0,0,8,8,0,0.0,0,8,8,0,0.0,10.8,1.74
1305,7,1,4,4,0,1,1,0,0,5,5,5,13.0,0,5,5,5,14.2,8.9,3.51
1306,10,1,10,10,0,1,1,0,0,6,7,6,13.857142857142858,0,6,6,6,14.0,13.9,0.79
1307,12,1,10,10,0,1,0,0,0,7,7,6,13.391666666666666,0,8,8,8,12.4875,12.4,1.79
1308,9,1,1,5,1,1,1,0,0,5,7,4,12.75,0,5,5,0,0.0,7.6,0.32
1309,8,1,7,7,1,1,0,0,0,5,7,4,14.5,0,5,5,5,14.6,10.8,1.74
1310,10,1,4,5,0,1,0,0,0,6,7,6,12.166666666666666,0,6,6,6,12.166666666666666,12.4,1.79
1311,8,1,10,9,1,1,0,0,0,5,5,5,15.4,0,5,5,5,15.6,12.7,-1.7
1312,5,1,5,9,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,15.5,-4.06
1313,11,1,5,9,0,1,0,0,0,6,7,6,13.714285714285714,0,6,8,6,14.714285714285714,16.2,-0.92
1314,10,1,10,3,0,1,0,0,0,6,7,4,12.25,0,6,7,0,0.0,8.9,3.51
1315,10,1,10,3,1,1,0,0,0,6,9,6,10.166666666666666,0,6,10,6,10.5,12.7,-1.7
1316,7,1,10,10,0,1,0,0,0,5,8,1,10.0,0,5,9,0,0.0,8.9,3.51
1317,2,1,10,3,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,12.7,-1.7
1318,4,1,10,8,1,1,0,0,0,6,8,0,0.0,0,6,10,0,0.0,16.2,-0.92
1319,4,1,5,11,0,1,0,0,0,6,15,5,13.333333333333334,0,6,15,5,12.4,12.4,1.79
1320,2,1,5,5,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12
1321,14,1,10,10,0,1,1,0,0,6,7,6,13.571428571428571,0,6,6,6,14.333333333333334,12.4,1.79
1322,5,1,4,4,1,1,1,0,0,6,6,6,12.833333333333334,0,6,7,6,11.166666666666666,11.1,2.02
1323,8,1,10,10,0,1,0,0,0,6,6,0,0.0,0,6,6,0,0.0,12.4,1.79
1324,7,1,6,10,1,1,0,0,0,5,5,4,14.5,0,6,8,3,13.333333333333334,11.1,2.02
1325,12,1,3,3,0,1,0,0,0,7,8,7,12.12142857142857,0,9,12,8,11.50625,12.4,1.79
1326,7,1,5,4,1,1,0,0,0,5,7,5,12.166666666666666,0,5,7,5,15.285714285714286,12.4,1.79
1327,14,1,4,4,0,1,1,0,0,6,0,0,0.0,0,6,0,0,0.0,12.4,1.79
1328,11,1,10,10,1,1,0,0,0,6,6,6,12.666666666666666,0,6,6,6,11.5,12.4,1.79
1329,12,1,5,10,0,1,0,0,0,8,8,7,13.614285714285714,0,8,8,7,13.614285714285714,12.7,-1.7
1330,8,1,2,3,0,1,0,0,0,5,7,4,14.0,0,5,5,5,14.2,7.6,0.32
1331,14,1,10,10,1,1,1,0,0,6,8,4,14.75,0,6,6,5,11.8,12.7,-1.7
1332,6,1,12,12,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,7.6,0.32
1333,14,1,3,4,1,1,0,0,0,6,8,6,13.625,0,6,7,6,14.285714285714286,11.1,2.02
1334,2,1,5,4,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32
1335,4,1,7,7,1,1,0,0,0,6,12,4,11.8,0,6,11,4,11.875,16.2,-0.92
1336,4,1,3,3,0,1,0,0,0,6,8,6,15.125,0,6,10,6,14.6,16.2,-0.92
1337,11,1,3,4,1,1,0,0,0,6,10,4,11.5,0,6,10,2,10.5,9.4,-3.12
1338,15,1,5,4,0,1,0,0,0,4,8,0,0.0,0,5,10,0,0.0,9.4,-3.12
1339,9,1,10,10,1,1,0,0,0,5,9,3,10.333333333333334,0,5,6,5,12.8,12.4,1.79
1340,15,1,5,8,1,1,0,0,0,6,6,6,13.833333333333334,0,6,6,6,14.5,8.9,3.51
1341,8,1,3,9,1,1,0,0,0,6,7,6,14.0,0,6,8,6,13.666666666666666,12.4,1.79
1342,8,1,5,6,1,1,0,0,0,5,11,1,18.0,0,5,10,3,13.333333333333334,10.8,1.74
1343,2,1,10,3,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12
1344,9,1,8,4,0,1,1,0,0,5,7,4,14.25,0,5,7,4,14.75,12.7,-1.7
1345,8,1,10,8,1,1,1,0,0,6,7,6,13.5,0,6,8,6,12.5,12.4,1.79
1346,11,1,5,8,0,1,1,0,0,6,8,5,12.666666666666666,0,6,10,6,12.857142857142858,16.2,-0.92
1347,5,1,6,8,1,1,1,0,0,6,6,6,15.166666666666666,0,6,6,6,12.333333333333334,12.4,1.79
1348,5,1,5,1,1,1,0,0,0,6,6,6,14.5,0,6,8,6,11.333333333333334,12.4,1.79
1349,9,1,6,6,1,1,1,0,0,5,8,4,10.8,0,5,10,2,12.5,11.1,2.02
1350,10,1,6,6,0,1,0,0,0,5,6,0,0.0,0,5,5,0,0.0,13.9,0.79
1351,11,1,5,6,0,1,0,0,0,6,6,0,0.0,0,6,12,0,0.0,10.8,1.74
1352,9,1,7,6,1,1,1,0,0,5,8,5,12.75,0,5,7,5,11.5,13.9,0.79
1353,4,1,5,6,0,1,0,0,0,6,8,0,0.0,0,6,10,0,0.0,16.2,-0.92
1354,15,1,3,4,1,1,0,0,0,6,7,6,14.428571428571429,0,6,7,6,14.571428571428571,13.9,0.79
1355,12,1,6,6,0,1,0,0,0,7,9,7,12.492857142857144,0,8,10,8,11.7125,16.2,-0.92
1356,12,1,6,11,1,1,0,0,0,8,8,7,15.885714285714286,0,8,8,7,15.885714285714286,10.8,1.74
1357,2,1,8,8,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32
1358,7,1,12,12,0,1,0,0,0,5,5,0,0.0,0,5,6,0,0.0,10.8,1.74
1359,10,1,1,6,1,1,0,0,0,6,11,0,0.0,0,5,10,0,0.0,9.4,-3.12
1360,5,1,10,10,1,1,1,0,0,6,8,4,10.25,0,6,6,4,11.25,12.7,-1.7
1361,6,1,10,11,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,16.2,-0.92
1362,4,1,10,10,1,1,0,0,0,6,9,6,14.77777777777778,0,6,11,5,12.2,13.9,0.79
1363,4,1,10,9,0,1,0,0,0,3,4,0,0.0,0,4,8,0,0.0,16.2,-0.92
1364,7,1,6,6,0,1,0,0,0,2,2,0,0.0,0,2,2,0,0.0,7.6,0.32
1365,14,1,10,10,0,1,1,0,0,5,5,5,11.4,0,5,7,5,11.6,9.4,-3.12
1366,15,1,7,4,0,1,1,0,0,6,12,4,11.5,0,6,10,5,12.6,10.8,1.74
1367,15,1,10,8,1,1,1,0,0,6,6,6,12.5,0,6,7,6,12.666666666666666,10.8,1.74
1368,7,1,6,9,1,1,0,0,0,5,10,5,13.0,0,5,10,5,12.6,9.4,-3.12
1369,7,1,10,6,1,1,1,0,0,5,9,3,12.333333333333334,0,6,14,3,12.5,11.1,2.02
1370,14,1,1,1,0,1,0,0,0,5,5,0,0.0,0,5,5,1,10.0,9.4,-3.12
1371,16,1,1,1,0,1,0,0,0,6,12,0,0.0,0,6,12,0,0.0,7.6,0.32
1372,6,1,10,10,1,1,0,0,0,5,9,5,12.6,0,5,8,4,12.0,12.7,-1.7
1373,7,1,4,6,0,1,1,0,0,5,5,0,0.0,0,5,5,0,0.0,9.4,-3.12
1374,4,1,6,6,1,1,0,0,0,6,8,6,14.5,0,6,10,6,15.3,16.2,-0.92
1375,5,1,8,8,0,1,0,0,0,6,6,6,14.5,0,6,6,6,13.5,11.1,2.02
1376,7,1,6,6,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,12.4,1.79
1377,9,1,10,10,0,1,0,0,0,5,5,5,11.6,0,5,5,5,13.2,12.4,1.79
1378,15,1,8,5,0,1,0,0,0,6,10,4,11.75,0,6,7,0,0.0,15.5,-4.06
1379,11,1,10,7,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,13.9,0.79
1380,2,1,3,3,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12
1381,11,1,10,10,1,1,1,0,0,6,7,0,0.0,0,6,6,0,0.0,8.9,3.51
1382,8,1,10,11,1,1,0,0,0,6,9,5,11.571428571428571,0,6,11,0,0.0,13.9,0.79
1383,9,1,10,10,1,1,0,0,0,4,4,0,0.0,0,5,9,0,0.0,10.8,1.74
1384,14,1,10,10,1,1,0,0,0,6,6,4,11.25,0,6,10,3,10.333333333333334,10.8,1.74
1385,15,1,3,6,0,1,0,0,0,6,6,6,14.333333333333334,0,6,7,6,15.0,15.5,-4.06
1386,12,1,5,8,1,1,0,0,0,7,7,7,12.444285714285714,0,8,11,7,11.347142857142858,12.4,1.79
1387,9,1,10,5,1,1,0,0,0,5,7,3,10.666666666666666,0,5,7,3,11.333333333333334,9.4,-3.12
1388,9,1,10,6,0,1,0,0,0,5,6,5,14.833333333333334,0,5,5,5,14.8,15.5,-4.06
1389,14,1,12,13,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,12.7,-1.7
1390,9,1,10,8,1,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,12.4,1.79
1391,11,1,3,9,1,1,1,0,0,6,7,6,14.714285714285714,0,6,6,6,12.5,8.9,3.51
1392,4,1,9,8,0,1,0,0,0,6,10,6,15.0,0,6,11,5,12.5,13.9,0.79
1393,15,1,10,10,0,1,1,0,0,6,6,6,12.666666666666666,0,6,6,6,14.0,16.2,-0.92
1394,15,1,1,1,1,1,0,0,0,6,7,6,13.166666666666666,0,6,6,6,13.666666666666666,7.6,0.32
1395,2,1,10,10,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74
1396,10,1,10,10,0,1,0,0,0,6,13,2,10.0,0,6,10,1,15.0,16.2,-0.92
1397,12,1,6,6,0,1,1,0,0,7,7,6,12.513333333333334,0,8,9,7,13.071428571428571,12.4,1.79
1398,16,1,10,6,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,10.8,1.74
1399,12,1,10,10,1,1,1,0,0,8,8,7,13.585714285714284,0,8,8,7,13.585714285714284,12.7,-1.7
1400,13,1,5,10,1,1,0,0,0,7,9,7,11.155555555555557,0,8,10,8,11.425,12.7,-1.7
1401,2,1,10,8,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12
1402,12,1,3,3,1,1,0,0,0,7,8,7,13.198571428571428,0,8,8,8,13.0625,11.1,2.02
1403,14,1,5,4,1,1,0,0,0,6,6,6,13.333333333333334,0,6,8,5,12.8,8.9,3.51
1404,5,1,2,6,0,1,1,0,0,6,7,6,12.166666666666666,0,6,9,4,12.0,9.4,-3.12
1405,12,1,10,6,1,1,1,0,0,8,8,7,12.214285714285714,0,8,8,7,12.214285714285714,12.7,-1.7
1406,11,1,6,5,0,1,1,0,0,6,8,6,12.666666666666666,0,6,6,6,13.0,13.9,0.79
1407,15,1,6,6,1,1,1,0,0,6,7,6,12.285714285714286,0,6,6,6,13.5,8.9,3.51
1408,11,1,6,8,1,1,1,0,0,6,7,6,13.0,0,6,6,6,13.0,12.4,1.79
1409,11,1,8,5,1,1,0,0,0,6,8,6,12.142857142857142,0,6,6,6,11.166666666666666,8.9,3.51
1410,12,1,8,8,1,1,1,0,0,7,8,7,13.875714285714285,0,8,9,7,13.085714285714284,11.1,2.02
1411,16,1,6,6,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,15.5,-4.06
1412,10,1,10,6,1,1,1,0,0,6,12,6,11.666666666666666,0,6,7,0,0.0,15.5,-4.06
1413,6,1,5,8,1,1,0,0,0,6,13,6,13.153846153846152,0,6,12,3,11.0,15.5,-4.06
1414,5,1,10,8,1,1,1,0,0,6,6,6,14.5,0,6,6,6,12.833333333333334,12.4,1.79
1415,12,1,8,8,1,1,1,0,0,7,7,7,14.44142857142857,0,8,8,8,13.65625,11.1,2.02
1416,15,1,3,7,1,1,0,0,0,6,6,6,15.166666666666666,0,6,7,6,14.285714285714286,12.4,1.79
1417,9,1,5,9,0,1,1,0,0,5,5,5,11.6,0,5,12,4,12.625,10.8,1.74
1418,15,1,5,8,1,1,0,0,0,6,6,6,11.666666666666666,0,6,6,6,12.333333333333334,16.2,-0.92
1419,4,1,10,7,0,1,1,0,0,6,8,6,12.625,0,6,10,6,13.2,16.2,-0.92
1420,10,1,4,6,1,1,1,0,0,6,14,3,12.666666666666666,0,6,7,6,11.0,9.4,-3.12
1421,10,1,9,8,1,1,1,0,0,6,7,6,11.857142857142858,0,6,8,6,13.142857142857142,12.4,1.79
1422,14,1,8,8,0,1,0,0,0,6,7,6,14.714285714285714,0,6,6,6,15.833333333333334,12.4,1.79
1423,8,1,10,6,1,1,1,0,0,5,7,4,11.5,0,5,5,5,12.4,10.8,1.74
1424,16,1,5,6,0,1,1,0,0,7,8,6,12.833333333333334,0,6,6,0,0.0,13.9,0.79
1425,13,1,10,10,0,1,1,0,0,7,7,7,13.428571428571429,0,8,8,8,14.75,15.5,-4.06
1426,5,1,5,4,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,8.9,3.51
1427,15,1,3,9,1,1,0,0,0,6,6,6,16.0,0,6,7,6,14.333333333333334,12.4,1.79
1428,10,1,10,6,1,1,0,0,0,6,6,6,13.833333333333334,0,6,6,6,11.833333333333334,10.8,1.74
1429,12,1,8,8,1,1,0,0,0,8,9,8,13.2325,0,8,9,8,13.2325,9.4,-3.12
1430,15,1,10,10,1,1,1,0,0,6,6,6,14.0,0,6,6,6,14.166666666666666,9.4,-3.12
1431,11,1,6,4,1,1,1,0,0,6,14,2,10.0,0,6,6,0,0.0,13.9,0.79
1432,15,1,6,11,1,1,0,0,0,6,6,6,14.0,0,6,6,6,13.5,11.1,2.02
1433,16,1,3,8,1,1,0,0,0,6,7,6,13.5,0,6,8,5,12.6,7.6,0.32
1434,12,1,8,8,1,1,0,0,0,8,8,8,13.07375,0,8,8,8,13.07375,9.4,-3.12
1435,12,1,3,11,0,1,0,0,0,7,9,2,10.75,0,7,9,0,0.0,16.2,-0.92
1436,12,1,6,5,0,1,1,0,0,7,7,7,13.464285714285714,0,8,9,8,14.788888888888888,12.4,1.79
1437,15,1,4,10,1,1,1,0,0,6,6,6,13.666666666666666,0,6,6,6,14.666666666666666,16.2,-0.92
1438,12,1,10,8,0,1,0,0,0,8,9,8,14.4025,0,8,9,8,14.4025,9.4,-3.12
1439,12,1,10,10,1,1,0,0,0,7,9,7,15.46875,0,8,8,8,16.3875,11.1,2.02
1440,10,1,5,11,0,1,0,0,0,6,8,6,12.625,0,6,6,6,14.166666666666666,12.7,-1.7
1441,12,1,10,10,1,1,0,0,0,7,7,6,14.983333333333334,0,7,7,6,14.983333333333334,7.6,0.32
1442,15,1,5,10,1,1,1,0,0,6,6,6,15.0,0,6,6,6,13.0,11.1,2.02
1443,6,1,10,10,1,1,0,0,0,6,14,4,11.5,0,6,14,3,11.0,16.2,-0.92
1444,11,1,10,8,1,1,0,0,0,6,14,2,10.5,0,6,11,1,10.0,10.8,1.74
1445,12,1,6,9,1,1,0,0,0,7,7,6,13.983333333333334,0,7,7,6,13.983333333333334,7.6,0.32
1446,10,1,10,10,0,1,0,0,0,6,6,6,13.0,0,6,6,6,12.833333333333334,10.8,1.74
1447,10,1,5,8,1,1,1,0,0,6,6,6,13.666666666666666,0,6,6,6,13.0,10.8,1.74
1448,9,1,10,6,0,1,0,0,0,5,5,5,14.4,0,5,5,5,15.4,7.6,0.32
1449,16,1,10,5,1,1,0,0,0,6,6,6,14.166666666666666,0,6,7,6,13.666666666666666,7.6,0.32
1450,16,1,10,11,0,1,0,0,0,6,8,3,12.333333333333334,0,6,11,2,10.5,12.7,-1.7
1451,4,1,10,10,0,1,0,0,0,6,6,0,0.0,0,6,6,0,0.0,11.1,2.02
1452,13,1,5,6,0,1,0,0,0,7,12,6,12.166666666666666,0,8,8,8,11.675,13.9,0.79
1453,5,1,6,10,0,1,1,0,0,6,6,6,12.666666666666666,0,6,6,6,12.166666666666666,16.2,-0.92
1454,5,1,6,10,1,1,0,0,0,6,9,5,11.4,0,6,8,5,12.2,12.7,-1.7
1455,2,1,10,10,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79
1456,16,1,6,10,1,1,1,0,0,6,6,6,13.5,0,6,8,5,12.8,12.7,-1.7
1457,10,1,6,9,1,1,0,0,0,6,7,6,12.285714285714286,0,6,7,6,12.833333333333334,12.4,1.79
1458,10,1,8,6,1,1,0,0,0,6,10,2,10.5,0,6,11,1,13.0,9.4,-3.12
1459,6,1,30,43,0,1,0,0,0,5,12,3,14.0,0,5,8,5,12.0,9.4,-3.12
1460,15,1,10,8,1,1,0,0,0,6,8,5,13.0,0,6,7,6,13.142857142857142,15.5,-4.06
1461,11,1,6,6,1,1,0,0,0,6,6,6,11.0,0,6,8,4,12.75,9.4,-3.12
1462,12,1,6,9,1,1,0,0,0,7,9,6,12.385714285714286,0,8,9,8,13.755555555555556,13.9,0.79
1463,15,1,6,6,1,1,0,0,0,6,12,4,14.75,0,6,7,4,12.25,9.4,-3.12
1464,7,1,3,10,1,1,0,0,0,5,6,5,12.4,0,5,9,3,13.0,8.9,3.51
1465,16,1,6,8,1,1,1,0,0,6,8,5,12.2,0,6,13,0,0.0,9.4,-3.12
1466,11,1,6,5,0,1,1,0,0,6,7,5,11.0,0,6,7,5,12.8,12.4,1.79
1467,16,1,6,6,1,1,1,0,0,6,8,6,12.333333333333334,0,6,7,5,12.4,10.8,1.74
1468,5,1,10,10,1,1,1,0,0,6,6,6,12.0,0,6,6,6,11.833333333333334,12.4,1.79
1469,12,1,5,4,0,1,0,0,0,7,7,7,14.842857142857143,0,8,9,8,14.38888888888889,16.2,-0.92
1470,11,1,1,6,0,1,0,0,0,6,9,4,10.75,0,6,12,0,0.0,7.6,0.32
1471,12,1,8,5,1,1,0,0,0,8,9,8,12.55375,0,8,9,8,12.55375,9.4,-3.12
1472,12,1,5,5,1,1,0,0,0,8,8,7,12.665714285714284,0,8,8,7,12.665714285714284,10.8,1.74
1473,13,1,3,5,0,1,0,0,0,7,7,2,11.75,0,5,10,0,0.0,12.4,1.79
1474,2,1,3,3,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,12.4,1.79
1475,9,1,10,8,1,1,0,0,0,5,5,5,13.4,0,5,6,5,12.2,11.1,2.02
1476,7,1,10,10,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,16.2,-0.92
1477,15,1,10,10,1,1,1,0,0,6,8,6,12.0,0,6,8,6,11.5,13.9,0.79
1478,14,1,3,3,0,1,0,0,0,6,6,3,12.333333333333334,0,6,9,0,0.0,10.8,1.74
1479,2,1,8,8,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02
1480,12,1,10,9,0,1,0,0,0,8,12,5,12.002,0,8,12,5,12.002,10.8,1.74
1481,14,1,5,6,0,1,1,0,0,6,7,6,13.142857142857142,0,6,8,6,14.166666666666666,15.5,-4.06
1482,9,1,6,8,0,1,0,0,0,5,14,0,0.0,0,5,5,0,0.0,9.4,-3.12
1483,12,1,3,2,0,1,0,0,0,8,11,7,13.867142857142856,0,8,11,7,13.867142857142856,10.8,1.74
1484,12,1,10,10,0,1,0,0,0,8,11,6,12.675,0,8,11,6,12.675,12.7,-1.7
1485,2,1,6,11,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79
1486,2,1,6,6,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,12.7,-1.7
1487,11,1,4,4,0,1,1,0,0,6,7,6,11.0,0,6,6,5,12.2,11.1,2.02
1488,15,1,10,8,1,1,0,0,0,6,7,5,14.2,0,6,6,6,14.166666666666666,9.4,-3.12
1489,5,1,10,10,1,1,0,0,0,6,6,6,13.833333333333334,0,6,8,6,13.125,10.8,1.74
1490,11,1,10,9,0,1,0,0,0,6,8,3,12.0,0,6,9,1,11.0,15.5,-4.06
1491,14,1,6,6,1,1,1,0,0,6,7,4,13.75,0,6,10,6,11.555555555555555,10.8,1.74
1492,13,1,10,7,0,1,0,0,0,7,7,0,0.0,0,8,13,2,13.15,16.2,-0.92
1493,12,1,8,9,0,1,0,0,0,7,9,6,12.783333333333331,0,8,11,0,0.0,16.2,-0.92
1494,6,1,6,10,0,1,0,0,0,5,8,3,13.0,0,5,8,3,10.666666666666666,7.6,0.32
1495,4,1,6,10,0,1,0,0,0,6,8,0,0.0,0,6,10,0,0.0,16.2,-0.92
1496,9,1,10,8,0,1,0,0,0,5,7,4,10.75,0,5,10,2,11.0,16.2,-0.92
1497,9,1,10,11,0,1,0,0,0,5,8,5,11.6,0,5,10,4,13.5,16.2,-0.92
1498,9,1,5,5,1,1,1,0,0,5,6,5,11.8,0,5,8,4,11.6,8.9,3.51
1499,4,1,10,5,0,1,0,0,0,6,7,6,16.0,0,6,6,6,15.166666666666666,12.4,1.79
1500,15,1,5,4,0,1,1,0,0,6,6,6,12.666666666666666,0,6,6,6,11.5,16.2,-0.92
1501,12,1,10,10,0,1,0,0,0,8,8,7,13.4,0,8,8,7,13.4,12.7,-1.7
1502,2,1,5,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,16.2,-0.92
1503,4,1,3,3,0,1,0,0,0,6,9,1,10.0,0,6,6,0,0.0,12.4,1.79
1504,7,1,8,4,1,1,0,0,0,5,5,0,0.0,0,5,5,0,0.0,9.4,-3.12
1505,4,1,2,10,0,1,0,0,0,6,16,3,11.25,0,6,14,4,11.2,15.5,-4.06
1506,9,1,5,2,1,1,0,0,0,5,8,3,10.666666666666666,0,5,5,1,14.0,9.4,-3.12
1507,8,1,3,3,0,1,0,0,0,5,7,4,11.75,0,5,5,5,13.4,7.6,0.32
1508,9,1,10,6,0,1,0,0,0,5,5,0,0.0,0,5,5,0,0.0,12.7,-1.7
1509,5,1,10,7,1,1,0,0,0,6,6,6,12.666666666666666,0,6,8,6,14.125,10.8,1.74
1510,11,1,10,7,1,1,0,0,0,6,7,5,14.0,0,6,6,6,15.666666666666666,11.1,2.02
1511,9,1,8,10,0,1,1,0,0,5,11,2,11.5,0,5,10,0,0.0,12.7,-1.7
1512,8,1,4,5,1,1,0,0,0,6,10,6,12.0,0,6,12,5,12.8,13.9,0.79
1513,6,1,6,6,1,1,0,0,0,6,7,6,16.428571428571427,0,6,7,6,16.666666666666668,13.9,0.79
1514,12,1,10,10,1,1,1,0,0,7,9,5,13.336000000000002,0,8,9,7,13.207142857142856,11.1,2.02
1515,12,1,4,5,1,1,0,0,0,8,8,7,14.115714285714288,0,8,8,7,14.115714285714288,10.8,1.74
1516,6,1,2,5,1,1,1,0,0,6,7,6,14.857142857142858,0,6,10,6,13.11111111111111,12.4,1.79
1517,6,1,10,9,1,1,1,0,0,6,7,6,13.833333333333334,0,6,10,6,13.714285714285714,8.9,3.51
1518,9,1,10,4,1,1,1,0,0,5,15,2,10.0,0,5,14,2,12.0,13.9,0.79
1519,12,1,8,8,1,1,1,0,0,8,15,6,12.415,0,8,15,6,12.415,10.8,1.74
1520,12,1,6,8,1,1,1,0,0,8,8,7,14.312857142857142,0,8,8,7,14.312857142857142,10.8,1.74
1521,8,1,6,9,1,1,0,0,0,5,9,4,12.0,0,5,6,5,13.4,9.4,-3.12
1522,10,1,6,6,0,1,0,0,0,6,7,6,13.833333333333334,0,6,7,6,13.714285714285714,11.1,2.02
1523,10,1,4,11,1,1,0,0,0,6,6,6,12.166666666666666,0,6,7,6,12.142857142857142,11.1,2.02
1524,15,1,10,11,1,1,1,0,0,6,7,5,13.2,0,6,7,5,13.6,12.4,1.79
1525,12,1,10,10,1,1,0,0,0,7,7,6,15.4,0,7,7,6,15.4,7.6,0.32
1526,12,1,10,10,1,1,1,0,0,7,7,7,13.385714285714286,0,8,8,8,15.925,13.9,0.79
1527,8,1,3,5,1,1,0,0,0,6,13,6,10.857142857142858,0,6,10,4,11.0,15.5,-4.06
1528,9,1,7,7,0,1,0,0,0,5,11,5,11.333333333333334,0,5,8,5,12.0,13.9,0.79
1529,6,1,10,10,1,1,1,0,0,5,7,4,14.5,0,5,5,5,13.6,10.8,1.74
