,Application order,Course,Daytime/evening attendance,Mother's occupation,Father's occupation,Displaced,Tuition fees up to date,Scholarship holder,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,GDP,Target
2080,1,12,1,10,10,0,1,1,0,0,8,12,7,12.471428571428572,0,8,12,7,12.471428571428572,12.7,-1.7,1
2081,1,12,1,3,2,0,1,0,0,0,7,7,6,14.15,0,7,7,6,14.15,7.6,0.32,1
2082,2,12,1,10,9,1,1,0,0,0,7,11,7,14.072222222222225,0,8,8,8,14.0475,15.5,-4.06,1
2083,3,15,1,3,4,1,1,0,0,0,6,7,6,14.857142857142858,0,6,6,6,14.666666666666666,13.9,0.79,1
2084,1,15,1,10,10,0,1,1,0,0,6,7,6,14.285714285714286,0,6,6,6,13.166666666666666,11.1,2.02,1
2087,1,8,1,4,7,1,1,0,0,0,6,8,6,15.0,0,6,8,5,15.166666666666666,13.9,0.79,0
2088,3,12,1,5,9,1,1,1,0,0,7,7,6,12.633333333333333,0,7,7,6,12.633333333333333,7.6,0.32,1
2090,5,12,1,6,8,1,1,0,0,0,7,7,6,14.233333333333334,0,7,7,6,14.233333333333334,7.6,0.32,1
2092,1,12,1,3,2,0,1,0,0,0,8,8,7,15.7,0,8,8,7,15.7,12.7,-1.7,1
2093,1,12,1,10,10,1,1,0,0,0,7,7,6,15.2,0,7,7,6,15.2,7.6,0.32,1
2096,1,12,1,5,5,0,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,13.9,0.79,0
2097,2,10,1,8,8,1,1,0,0,0,6,8,5,12.4,0,6,6,6,12.0,12.4,1.79,1
2098,1,12,1,6,6,0,1,1,0,0,8,9,8,13.78125,0,8,9,8,13.78125,9.4,-3.12,1
2099,2,11,1,6,6,1,1,0,0,0,6,10,6,12.166666666666666,0,6,8,5,11.666666666666666,16.2,-0.92,0
2102,6,12,1,10,9,1,1,1,0,0,7,8,7,13.26,0,8,8,8,14.28625,15.5,-4.06,1
2104,1,10,1,10,10,0,1,1,0,0,6,9,6,11.875,0,6,7,6,14.428571428571429,16.2,-0.92,1
2107,1,15,1,10,10,1,1,0,0,0,6,6,6,13.333333333333334,0,6,9,5,13.2,9.4,-3.12,1
2111,1,4,1,10,3,1,1,1,0,0,6,7,6,15.0,0,6,8,6,14.333333333333334,12.4,1.79,1
2112,2,13,1,10,10,1,1,0,0,0,7,9,7,15.155555555555557,0,8,8,8,16.8,12.7,-1.7,1
2113,1,10,1,28,42,1,1,0,0,0,6,8,6,10.666666666666666,0,6,7,6,11.857142857142858,11.1,2.02,1
2114,1,16,1,6,6,1,1,0,0,0,6,9,5,11.0,0,6,9,4,11.25,10.8,1.74,0
2115,2,14,1,6,6,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,8.9,3.51,0
2116,1,10,1,5,5,0,1,0,0,0,6,7,6,12.285714285714286,0,6,7,6,12.0,12.4,1.79,1
2117,5,12,1,10,10,1,1,0,0,0,8,8,8,12.82875,0,8,8,8,12.82875,9.4,-3.12,0
2121,1,9,1,6,6,0,1,0,0,0,5,10,5,10.875,0,5,8,4,12.4,13.9,0.79,1
2122,1,9,1,10,8,1,1,1,0,0,5,5,5,12.8,0,5,8,5,11.6,9.4,-3.12,1
2123,3,10,1,5,11,1,1,0,0,0,6,10,5,11.285714285714286,0,6,7,0,0.0,16.2,-0.92,0
2124,1,2,1,4,4,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79,1
2125,1,11,1,10,10,0,1,1,0,0,6,0,0,0.0,0,6,11,1,10.0,10.8,1.74,0
2126,2,12,1,6,8,1,1,1,0,0,7,9,6,13.766666666666666,0,8,9,8,13.744444444444444,16.2,-0.92,0
2128,1,2,1,9,9,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02,0
2129,1,5,1,6,8,1,1,0,0,0,6,6,6,12.666666666666666,0,6,8,6,13.25,10.8,1.74,1
2131,1,10,1,6,8,0,1,1,0,0,6,8,6,12.25,0,6,8,6,12.0,16.2,-0.92,1
2132,2,9,1,5,6,1,1,0,0,0,5,8,3,11.333333333333334,0,5,8,5,12.2,7.6,0.32,1
2133,5,12,1,5,6,1,1,1,0,0,7,9,7,13.507142857142856,0,8,12,8,13.05,16.2,-0.92,1
2134,3,12,1,2,2,1,1,0,0,0,8,8,7,13.614285714285714,0,8,8,7,13.614285714285714,12.7,-1.7,1
2135,1,11,1,5,2,0,1,0,0,0,6,6,0,0.0,0,6,6,0,0.0,15.5,-4.06,0
2137,5,15,1,10,10,1,1,0,0,0,6,7,6,12.333333333333334,0,6,7,6,12.5,8.9,3.51,1
2138,2,13,1,5,9,1,1,1,0,0,7,7,7,11.971428571428572,0,8,8,8,14.4375,15.5,-4.06,1
2141,4,6,1,5,10,1,1,0,0,0,5,12,2,13.5,0,5,12,5,11.285714285714286,10.8,1.74,1
2142,1,10,1,10,10,1,1,0,0,0,6,8,6,12.166666666666666,0,6,7,6,13.285714285714286,11.1,2.02,1
2143,2,2,1,3,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,12.7,-1.7,1
2146,1,5,1,10,7,0,1,1,0,0,6,7,5,13.4,0,6,6,6,12.833333333333334,15.5,-4.06,1
2147,6,11,1,10,6,1,1,0,0,0,6,11,6,12.0,0,6,11,4,12.5,8.9,3.51,1
2148,1,6,1,5,6,1,1,0,0,0,5,6,5,14.2,0,5,5,5,14.8,10.8,1.74,1
2149,1,10,1,6,6,0,1,1,0,0,6,8,6,12.125,0,6,7,6,14.428571428571429,16.2,-0.92,1
2150,1,16,1,4,4,1,1,0,0,0,7,7,7,13.857142857142858,0,7,7,7,13.285714285714286,11.1,2.02,1
2152,4,12,1,8,8,1,1,0,0,0,7,9,7,14.283333333333337,0,8,9,8,13.125555555555556,15.5,-4.06,1
2154,1,5,1,23,44,1,1,0,0,0,6,6,6,14.666666666666666,0,6,7,6,15.142857142857142,8.9,3.51,1
2155,1,12,1,10,10,0,1,1,0,0,7,10,7,15.114999999999998,0,8,10,8,15.092,15.5,-4.06,1
2158,2,16,1,4,6,0,1,0,0,0,6,8,5,13.2,0,6,9,5,14.333333333333334,9.4,-3.12,1
2159,4,11,1,6,9,1,1,1,0,0,6,14,2,11.0,0,6,14,3,10.333333333333334,7.6,0.32,0
2160,4,12,1,2,3,0,1,1,0,0,8,8,7,14.565714285714288,0,8,8,7,14.565714285714288,10.8,1.74,1
2162,1,10,1,8,10,0,1,0,0,0,6,6,0,0.0,0,5,5,0,0.0,8.9,3.51,0
2163,4,12,1,4,4,1,1,0,0,0,7,7,6,13.796666666666669,0,8,11,7,13.775,12.4,1.79,1
2164,2,15,1,4,4,1,1,0,0,0,6,6,6,14.833333333333334,0,6,6,6,15.333333333333334,12.7,-1.7,1
2166,1,12,1,6,10,1,1,1,0,0,8,8,7,14.962857142857144,0,8,8,7,14.962857142857144,10.8,1.74,1
2167,6,9,1,10,10,1,1,0,0,0,5,8,4,12.0,0,5,8,5,11.2,11.1,2.02,1
2168,2,12,1,4,3,1,1,0,0,0,7,8,7,12.4,0,8,9,8,12.8,16.2,-0.92,1
2169,1,14,1,3,2,1,1,0,0,0,6,7,6,15.571428571428571,0,6,6,6,17.166666666666668,16.2,-0.92,1
2170,5,12,1,6,9,1,1,0,0,0,8,8,7,13.714285714285714,0,8,8,7,13.714285714285714,12.7,-1.7,1
2172,1,5,1,10,8,0,1,0,0,0,6,7,6,15.0,0,6,8,3,11.0,11.1,2.02,1
2175,1,2,1,10,2,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12,1
2176,4,5,1,8,4,1,1,0,0,0,6,6,6,15.166666666666666,0,6,6,6,14.166666666666666,15.5,-4.06,1
2178,1,12,1,6,6,0,1,0,0,0,7,7,7,13.642857142857142,0,8,11,8,14.772727272727272,16.2,-0.92,1
2179,3,15,1,6,6,1,1,0,0,0,6,8,6,12.666666666666666,0,6,7,6,12.714285714285714,9.4,-3.12,1
2180,1,2,1,8,8,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,15.5,-4.06,0
2181,1,10,1,6,5,0,1,1,0,0,6,8,5,10.8,0,6,9,6,10.5,12.4,1.79,1
2182,1,12,1,8,8,0,1,1,0,0,7,9,6,14.25,0,8,11,8,13.063636363636364,16.2,-0.92,1
2185,1,11,1,8,6,1,1,1,0,0,6,10,4,12.25,0,6,9,3,12.333333333333334,9.4,-3.12,1
2187,6,12,1,6,8,1,1,1,0,0,8,8,8,13.40375,0,8,8,8,13.40375,9.4,-3.12,1
2188,1,11,1,3,4,0,1,1,0,0,6,15,6,11.333333333333334,0,6,9,3,12.666666666666666,9.4,-3.12,1
2189,4,15,1,6,6,0,1,0,0,0,6,7,5,12.2,0,6,6,6,12.333333333333334,12.7,-1.7,0
2191,6,12,1,3,4,1,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,16.2,-0.92,0
2194,1,2,1,6,9,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79,1
2198,3,9,1,10,10,1,1,0,0,0,5,8,3,11.0,0,5,7,2,10.0,12.7,-1.7,0
2199,2,13,1,10,11,0,1,0,0,0,7,18,0,0.0,0,7,13,0,0.0,11.1,2.02,0
2201,1,12,1,10,2,0,1,0,0,0,7,11,7,11.294444444444444,0,8,22,2,12.6,15.5,-4.06,1
2202,2,11,1,7,7,1,1,0,0,0,6,8,5,11.2,0,6,11,4,12.5,15.5,-4.06,1
2203,1,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32,0
2204,2,5,1,5,11,1,1,0,0,0,6,7,5,13.2,0,6,6,5,11.8,16.2,-0.92,1
2210,3,12,1,5,5,1,1,0,0,0,8,8,7,13.1,0,8,8,7,13.1,12.7,-1.7,1
2211,1,5,1,10,10,1,1,0,0,0,6,6,6,13.5,0,6,6,6,13.166666666666666,9.4,-3.12,1
2213,1,10,1,10,10,0,1,0,0,0,6,10,5,11.571428571428571,0,6,10,3,13.0,16.2,-0.92,0
2214,1,4,1,10,8,1,1,0,0,0,6,7,6,15.285714285714286,0,6,6,6,15.166666666666666,12.4,1.79,1
2216,2,13,1,3,3,0,1,0,0,0,7,11,6,13.433333333333332,0,7,10,4,13.6,8.9,3.51,1
2217,2,9,1,5,10,1,1,0,0,0,5,8,5,11.6,0,5,9,3,11.0,10.8,1.74,0
2218,1,15,1,5,9,0,1,0,0,0,6,6,6,14.666666666666666,0,6,6,6,13.5,11.1,2.02,1
2219,1,5,1,10,9,1,1,0,0,0,6,9,6,14.666666666666666,0,6,12,6,14.666666666666666,12.7,-1.7,1
2220,1,12,1,5,10,0,1,0,0,0,8,8,7,12.742857142857144,0,8,8,7,12.742857142857144,12.7,-1.7,1
2221,2,12,1,6,11,1,1,0,0,0,7,9,7,11.975,0,8,9,7,13.12857142857143,13.9,0.79,1
2224,2,12,1,10,8,1,1,1,0,0,8,8,7,14.935714285714283,0,8,8,7,14.935714285714283,10.8,1.74,1
2226,1,14,1,4,4,1,1,0,0,0,6,9,5,13.333333333333334,0,6,6,5,13.0,12.4,1.79,1
2227,1,4,1,10,7,0,1,0,0,0,6,6,0,0.0,0,6,8,0,0.0,15.5,-4.06,0
2228,1,15,1,10,4,0,1,0,0,0,6,12,5,13.8,0,6,13,4,14.0,12.7,-1.7,0
2229,1,5,1,4,10,0,1,0,0,0,6,6,6,11.833333333333334,0,6,8,4,10.75,16.2,-0.92,1
2230,4,2,1,5,9,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02,1
2231,1,2,1,3,3,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,16.2,-0.92,0
2232,1,9,1,2,2,0,1,0,0,0,5,9,2,10.0,0,5,9,0,0.0,15.5,-4.06,0
2233,1,11,1,1,1,1,1,0,0,0,6,10,4,11.5,0,6,11,3,11.666666666666666,7.6,0.32,0
2235,1,2,1,5,9,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,12.4,1.79,1
2240,1,11,1,4,5,0,1,0,0,0,6,10,6,13.0,0,6,8,5,12.2,13.9,0.79,1
2243,4,12,1,6,8,1,1,1,0,0,7,7,7,13.462857142857144,0,8,8,8,13.90625,11.1,2.02,1
2244,1,11,1,12,12,0,1,0,0,0,6,13,3,10.0,0,6,15,1,10.0,7.6,0.32,0
2245,4,10,1,10,9,1,1,0,0,0,6,6,6,12.333333333333334,0,6,7,6,13.666666666666666,8.9,3.51,1
2249,1,8,1,5,11,1,1,0,0,0,5,5,5,13.6,0,5,6,4,13.25,10.8,1.74,1
2255,1,11,1,10,7,0,1,0,0,0,6,9,6,13.714285714285714,0,6,13,5,14.333333333333334,16.2,-0.92,0
2258,1,5,1,3,3,0,1,0,0,0,6,9,2,12.0,0,6,10,3,12.666666666666666,12.7,-1.7,0
2261,1,9,1,5,5,0,1,0,0,0,5,6,0,0.0,0,5,8,2,11.5,15.5,-4.06,0
2262,1,11,1,3,4,0,1,0,0,0,6,13,2,13.5,0,6,6,0,0.0,15.5,-4.06,0
2267,4,9,1,4,5,1,1,0,0,0,5,5,0,0.0,0,5,5,0,0.0,12.4,1.79,0
2268,1,12,1,3,5,0,1,0,0,0,7,12,4,12.65,0,7,10,3,10.666666666666666,16.2,-0.92,0
2271,2,5,1,10,11,1,1,1,0,0,6,8,6,13.333333333333334,0,6,7,5,12.8,9.4,-3.12,1
2274,1,2,1,10,10,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74,0
2277,1,15,1,6,4,1,1,0,0,0,6,7,6,13.333333333333334,0,6,6,4,12.75,11.1,2.02,1
2287,1,11,1,4,4,0,1,1,0,0,6,8,6,13.625,0,6,8,6,14.428571428571429,11.1,2.02,1
2291,1,10,1,6,11,0,1,0,0,0,6,9,5,10.8,0,6,11,5,11.0,7.6,0.32,1
2292,1,9,1,12,12,0,1,0,0,0,5,11,3,13.666666666666666,0,5,10,3,11.333333333333334,9.4,-3.12,0
2293,1,15,1,10,10,0,1,0,0,0,6,8,6,12.833333333333334,0,6,8,6,13.333333333333334,15.5,-4.06,1
2295,3,14,1,5,8,0,1,0,0,0,6,8,6,15.125,0,6,7,6,13.428571428571429,11.1,2.02,1
2296,2,9,1,4,4,1,1,0,0,0,5,11,0,0.0,0,5,7,1,10.0,16.2,-0.92,0
2297,1,10,1,3,3,0,1,0,0,0,6,10,5,11.4,0,6,8,5,11.0,10.8,1.74,1
2298,1,10,1,5,5,0,1,0,0,0,6,12,4,12.25,0,6,9,6,11.0,9.4,-3.12,1
2304,1,9,1,5,9,0,1,0,0,0,5,14,0,0.0,0,5,5,0,0.0,11.1,2.02,0
2308,1,12,1,12,12,0,1,0,0,0,8,8,0,0.0,0,8,8,0,0.0,10.8,1.74,0
2309,3,7,1,4,4,0,1,1,0,0,5,5,5,13.0,0,5,5,5,14.2,8.9,3.51,1
2310,1,10,1,10,10,0,1,1,0,0,6,7,6,13.857142857142858,0,6,6,6,14.0,13.9,0.79,1
2311,1,12,1,10,10,0,1,0,0,0,7,7,6,13.391666666666666,0,8,8,8,12.4875,12.4,1.79,1
2312,1,9,1,1,5,1,1,1,0,0,5,7,4,12.75,0,5,5,0,0.0,7.6,0.32,0
2313,1,8,1,7,7,1,1,0,0,0,5,7,4,14.5,0,5,5,5,14.6,10.8,1.74,1
2314,1,10,1,4,5,0,1,0,0,0,6,7,6,12.166666666666666,0,6,6,6,12.166666666666666,12.4,1.79,1
2315,1,8,1,10,9,1,1,0,0,0,5,5,5,15.4,0,5,5,5,15.6,12.7,-1.7,0
2318,1,5,1,5,9,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,15.5,-4.06,0
2319,1,11,1,5,9,0,1,0,0,0,6,7,6,13.714285714285714,0,6,8,6,14.714285714285714,16.2,-0.92,1
2320,1,10,1,10,3,0,1,0,0,0,6,7,4,12.25,0,6,7,0,0.0,8.9,3.51,0
2324,1,10,1,10,3,1,1,0,0,0,6,9,6,10.166666666666666,0,6,10,6,10.5,12.7,-1.7,1
2325,1,7,1,10,10,0,1,0,0,0,5,8,1,10.0,0,5,9,0,0.0,8.9,3.51,0
2328,1,2,1,10,3,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,12.7,-1.7,1
2331,1,4,1,10,8,1,1,0,0,0,6,8,0,0.0,0,6,10,0,0.0,16.2,-0.92,0
2332,1,4,1,5,11,0,1,0,0,0,6,15,5,13.333333333333334,0,6,15,5,12.4,12.4,1.79,1
2333,6,2,1,5,5,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12,0
2334,1,14,1,10,10,0,1,1,0,0,6,7,6,13.571428571428571,0,6,6,6,14.333333333333334,12.4,1.79,1
2335,4,5,1,4,4,1,1,1,0,0,6,6,6,12.833333333333334,0,6,7,6,11.166666666666666,11.1,2.02,1
2337,1,8,1,10,10,0,1,0,0,0,6,6,0,0.0,0,6,6,0,0.0,12.4,1.79,0
2338,5,7,1,6,10,1,1,0,0,0,5,5,4,14.5,0,6,8,3,13.333333333333334,11.1,2.02,0
2344,1,12,1,3,3,0,1,0,0,0,7,8,7,12.12142857142857,0,9,12,8,11.50625,12.4,1.79,1
2347,1,7,1,5,4,1,1,0,0,0,5,7,5,12.166666666666666,0,5,7,5,15.285714285714286,12.4,1.79,1
2348,1,14,1,4,4,0,1,1,0,0,6,0,0,0.0,0,6,0,0,0.0,12.4,1.79,0
2349,1,11,1,10,10,1,1,0,0,0,6,6,6,12.666666666666666,0,6,6,6,11.5,12.4,1.79,1
2350,1,12,1,5,10,0,1,0,0,0,8,8,7,13.614285714285714,0,8,8,7,13.614285714285714,12.7,-1.7,1
2352,1,8,1,2,3,0,1,0,0,0,5,7,4,14.0,0,5,5,5,14.2,7.6,0.32,1
2353,1,14,1,10,10,1,1,1,0,0,6,8,4,14.75,0,6,6,5,11.8,12.7,-1.7,1
2354,2,6,1,12,12,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,7.6,0.32,0
2355,4,14,1,3,4,1,1,0,0,0,6,8,6,13.625,0,6,7,6,14.285714285714286,11.1,2.02,1
2356,1,2,1,5,4,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32,1
2357,1,4,1,7,7,1,1,0,0,0,6,12,4,11.8,0,6,11,4,11.875,16.2,-0.92,0
2358,1,4,1,3,3,0,1,0,0,0,6,8,6,15.125,0,6,10,6,14.6,16.2,-0.92,1
2359,5,11,1,3,4,1,1,0,0,0,6,10,4,11.5,0,6,10,2,10.5,9.4,-3.12,0
2361,1,15,1,5,4,0,1,0,0,0,4,8,0,0.0,0,5,10,0,0.0,9.4,-3.12,0
2362,5,9,1,10,10,1,1,0,0,0,5,9,3,10.333333333333334,0,5,6,5,12.8,12.4,1.79,1
2365,1,15,1,5,8,1,1,0,0,0,6,6,6,13.833333333333334,0,6,6,6,14.5,8.9,3.51,1
2367,1,8,1,3,9,1,1,0,0,0,6,7,6,14.0,0,6,8,6,13.666666666666666,12.4,1.79,1
2369,1,8,1,5,6,1,1,0,0,0,5,11,1,18.0,0,5,10,3,13.333333333333334,10.8,1.74,0
2371,5,2,1,10,3,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12,1
2376,1,9,1,8,4,0,1,1,0,0,5,7,4,14.25,0,5,7,4,14.75,12.7,-1.7,1
2379,1,8,1,10,8,1,1,1,0,0,6,7,6,13.5,0,6,8,6,12.5,12.4,1.79,1
2380,1,11,1,5,8,0,1,1,0,0,6,8,5,12.666666666666666,0,6,10,6,12.857142857142858,16.2,-0.92,1
2381,3,5,1,6,8,1,1,1,0,0,6,6,6,15.166666666666666,0,6,6,6,12.333333333333334,12.4,1.79,1
2385,1,5,1,5,1,1,1,0,0,0,6,6,6,14.5,0,6,8,6,11.333333333333334,12.4,1.79,1
2388,4,9,1,6,6,1,1,1,0,0,5,8,4,10.8,0,5,10,2,12.5,11.1,2.02,0
2389,2,10,1,6,6,0,1,0,0,0,5,6,0,0.0,0,5,5,0,0.0,13.9,0.79,0
2393,1,11,1,5,6,0,1,0,0,0,6,6,0,0.0,0,6,12,0,0.0,10.8,1.74,0
2394,3,9,1,7,6,1,1,1,0,0,5,8,5,12.75,0,5,7,5,11.5,13.9,0.79,1
2396,1,4,1,5,6,0,1,0,0,0,6,8,0,0.0,0,6,10,0,0.0,16.2,-0.92,0
2398,2,15,1,3,4,1,1,0,0,0,6,7,6,14.428571428571429,0,6,7,6,14.571428571428571,13.9,0.79,1
2399,1,12,1,6,6,0,1,0,0,0,7,9,7,12.492857142857144,0,8,10,8,11.7125,16.2,-0.92,1
2403,1,12,1,6,11,1,1,0,0,0,8,8,7,15.885714285714286,0,8,8,7,15.885714285714286,10.8,1.74,1
2406,1,2,1,8,8,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32,1
2410,1,7,1,12,12,0,1,0,0,0,5,5,0,0.0,0,5,6,0,0.0,10.8,1.74,0
2415,2,10,1,1,6,1,1,0,0,0,6,11,0,0.0,0,5,10,0,0.0,9.4,-3.12,0
2416,2,5,1,10,10,1,1,1,0,0,6,8,4,10.25,0,6,6,4,11.25,12.7,-1.7,0
2420,1,6,1,10,11,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,16.2,-0.92,0
2422,1,4,1,10,10,1,1,0,0,0,6,9,6,14.77777777777778,0,6,11,5,12.2,13.9,0.79,1
2423,1,4,1,10,9,0,1,0,0,0,3,4,0,0.0,0,4,8,0,0.0,16.2,-0.92,0
2424,2,7,1,6,6,0,1,0,0,0,2,2,0,0.0,0,2,2,0,0.0,7.6,0.32,0
2427,2,14,1,10,10,0,1,1,0,0,5,5,5,11.4,0,5,7,5,11.6,9.4,-3.12,1
2430,1,15,1,7,4,0,1,1,0,0,6,12,4,11.5,0,6,10,5,12.6,10.8,1.74,1
2432,3,15,1,10,8,1,1,1,0,0,6,6,6,12.5,0,6,7,6,12.666666666666666,10.8,1.74,0
2435,1,7,1,6,9,1,1,0,0,0,5,10,5,13.0,0,5,10,5,12.6,9.4,-3.12,1
2437,4,7,1,10,6,1,1,1,0,0,5,9,3,12.333333333333334,0,6,14,3,12.5,11.1,2.02,0
2442,1,14,1,1,1,0,1,0,0,0,5,5,0,0.0,0,5,5,1,10.0,9.4,-3.12,0
2444,1,16,1,1,1,0,1,0,0,0,6,12,0,0.0,0,6,12,0,0.0,7.6,0.32,0
2452,1,6,1,10,10,1,1,0,0,0,5,9,5,12.6,0,5,8,4,12.0,12.7,-1.7,1
2454,1,7,1,4,6,0,1,1,0,0,5,5,0,0.0,0,5,5,0,0.0,9.4,-3.12,0
2455,1,4,1,6,6,1,1,0,0,0,6,8,6,14.5,0,6,10,6,15.3,16.2,-0.92,1
2456,1,5,1,8,8,0,1,0,0,0,6,6,6,14.5,0,6,6,6,13.5,11.1,2.02,1
2458,2,7,1,6,6,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,12.4,1.79,0
2459,1,9,1,10,10,0,1,0,0,0,5,5,5,11.6,0,5,5,5,13.2,12.4,1.79,1
2460,1,15,1,8,5,0,1,0,0,0,6,10,4,11.75,0,6,7,0,0.0,15.5,-4.06,0
2461,3,11,1,10,7,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,13.9,0.79,0
2462,1,2,1,3,3,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12,0
2463,5,11,1,10,10,1,1,1,0,0,6,7,0,0.0,0,6,6,0,0.0,8.9,3.51,0
2465,1,8,1,10,11,1,1,0,0,0,6,9,5,11.571428571428571,0,6,11,0,0.0,13.9,0.79,0
2469,2,9,1,10,10,1,1,0,0,0,4,4,0,0.0,0,5,9,0,0.0,10.8,1.74,0
2472,1,14,1,10,10,1,1,0,0,0,6,6,4,11.25,0,6,10,3,10.333333333333334,10.8,1.74,0
2474,1,15,1,3,6,0,1,0,0,0,6,6,6,14.333333333333334,0,6,7,6,15.0,15.5,-4.06,1
2478,1,12,1,5,8,1,1,0,0,0,7,7,7,12.444285714285714,0,8,11,7,11.347142857142858,12.4,1.79,1
2479,2,9,1,10,5,1,1,0,0,0,5,7,3,10.666666666666666,0,5,7,3,11.333333333333334,9.4,-3.12,0
2484,1,9,1,10,6,0,1,0,0,0,5,6,5,14.833333333333334,0,5,5,5,14.8,15.5,-4.06,1
2486,1,14,1,12,13,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,12.7,-1.7,0
2487,1,9,1,10,8,1,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,12.4,1.79,0
2489,2,11,1,3,9,1,1,1,0,0,6,7,6,14.714285714285714,0,6,6,6,12.5,8.9,3.51,1
2493,1,4,1,9,8,0,1,0,0,0,6,10,6,15.0,0,6,11,5,12.5,13.9,0.79,1
2494,1,15,1,10,10,0,1,1,0,0,6,6,6,12.666666666666666,0,6,6,6,14.0,16.2,-0.92,1
2495,1,15,1,1,1,1,1,0,0,0,6,7,6,13.166666666666666,0,6,6,6,13.666666666666666,7.6,0.32,1
2496,1,2,1,10,10,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74,1
2499,1,10,1,10,10,0,1,0,0,0,6,13,2,10.0,0,6,10,1,15.0,16.2,-0.92,0
2503,1,12,1,6,6,0,1,1,0,0,7,7,6,12.513333333333334,0,8,9,7,13.071428571428571,12.4,1.79,1
2504,3,16,1,10,6,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,10.8,1.74,0
2505,6,12,1,10,10,1,1,1,0,0,8,8,7,13.585714285714284,0,8,8,7,13.585714285714284,12.7,-1.7,1
2506,1,13,1,5,10,1,1,0,0,0,7,9,7,11.155555555555557,0,8,10,8,11.425,12.7,-1.7,1
2508,1,2,1,10,8,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12,1
2512,4,12,1,3,3,1,1,0,0,0,7,8,7,13.198571428571428,0,8,8,8,13.0625,11.1,2.02,1
2514,1,14,1,5,4,1,1,0,0,0,6,6,6,13.333333333333334,0,6,8,5,12.8,8.9,3.51,0
2516,1,5,1,2,6,0,1,1,0,0,6,7,6,12.166666666666666,0,6,9,4,12.0,9.4,-3.12,1
2517,3,12,1,10,6,1,1,1,0,0,8,8,7,12.214285714285714,0,8,8,7,12.214285714285714,12.7,-1.7,1
2518,1,11,1,6,5,0,1,1,0,0,6,8,6,12.666666666666666,0,6,6,6,13.0,13.9,0.79,1
2519,3,15,1,6,6,1,1,1,0,0,6,7,6,12.285714285714286,0,6,6,6,13.5,8.9,3.51,1
2520,6,11,1,6,8,1,1,1,0,0,6,7,6,13.0,0,6,6,6,13.0,12.4,1.79,1
2521,2,11,1,8,5,1,1,0,0,0,6,8,6,12.142857142857142,0,6,6,6,11.166666666666666,8.9,3.51,1
2522,6,12,1,8,8,1,1,1,0,0,7,8,7,13.875714285714285,0,8,9,7,13.085714285714284,11.1,2.02,1
2523,1,16,1,6,6,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,15.5,-4.06,0
2524,4,10,1,10,6,1,1,1,0,0,6,12,6,11.666666666666666,0,6,7,0,0.0,15.5,-4.06,0
2525,2,6,1,5,8,1,1,0,0,0,6,13,6,13.153846153846152,0,6,12,3,11.0,15.5,-4.06,1
2526,4,5,1,10,8,1,1,1,0,0,6,6,6,14.5,0,6,6,6,12.833333333333334,12.4,1.79,0
